CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log
12346.0,326,1,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428
12347.0,2,7,4310.0,1.0986122886681098,2.0794415416798357,8.368925174747135
12348.0,75,4,1797.24,4.330733340286331,1.6094379124341003,7.494563687769957
12349.0,19,1,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674
12350.0,310,1,334.40000000000003,5.739792912179234,0.6931471805599453,5.815323849389109
12352.0,36,8,2506.04,3.6109179126442243,2.1972245773362196,7.826858053356098
12353.0,204,1,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265
12354.0,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461
12355.0,214,1,459.40000000000003,5.3706380281276624,0.6931471805599453,6.132095676847728
12356.0,23,3,2811.43,3.1780538303479458,1.3862943611198906,7.941804157314053
12357.0,33,1,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274
12358.0,2,2,1168.06,1.0986122886681098,1.0986122886681098,7.063955286074528
12359.0,58,4,6372.58,4.07753744390572,1.6094379124341003,8.759916600117213
12360.0,52,3,2662.06,3.970291913552122,1.3862943611198906,7.887231116540211
12361.0,287,1,189.9,5.662960480135946,0.6931471805599453,5.251749730731702
12362.0,3,10,5226.2300000000005,1.3862943611198906,2.3978952727983707,8.56163678004062
12363.0,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335
12364.0,8,4,1313.1,2.1972245773362196,1.6094379124341003,7.180907299649593
12365.0,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591
12367.0,4,1,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887
12370.0,51,4,3545.69,3.9512437185814275,1.6094379124341003,8.173770053153254
12371.0,45,2,1887.96,3.828641396489095,1.0986122886681098,7.543781692052325
12372.0,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136
12373.0,311,1,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995
12374.0,25,1,742.9300000000001,3.258096538021482,0.6931471805599453,6.6119469443852195
12375.0,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519
12377.0,315,2,1628.1200000000001,5.755742213586912,1.0986122886681098,7.395795270713971
12378.0,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804
12379.0,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617
12380.0,22,4,2724.81,3.1354942159291497,1.6094379124341003,7.910520910634419
12381.0,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911
12383.0,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769
12384.0,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173
12386.0,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302
12388.0,16,6,2780.6600000000003,2.833213344056216,1.9459101490553132,7.930803150780257
12390.0,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925
12391.0,22,1,460.89,3.1354942159291497,0.6931471805599453,6.1353267674944725
12393.0,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755
12394.0,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504
12395.0,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857
12397.0,36,2,2409.9,3.6109179126442243,1.0986122886681098,7.7877554007552545
12398.0,46,1,1635.6599999999999,3.8501476017100584,0.6931471805599453,7.4004128587924045
12399.0,119,4,1108.65,4.787491742782046,1.6094379124341003,7.011799929268738
12401.0,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633
12402.0,323,1,225.60000000000002,5.780743515792329,0.6931471805599453,5.423186348593906
12403.0,50,1,427.7,3.9318256327243257,0.6931471805599453,6.0607573736039315
12405.0,149,1,1710.39,5.0106352940962555,0.6931471805599453,7.445061184797548
12406.0,22,2,3415.3,3.1354942159291497,1.0986122886681098,8.136313373066384
12407.0,50,5,1708.12,3.9318256327243257,1.791759469228055,7.4437338971514055
12408.0,33,5,2888.55,3.5263605246161616,1.791759469228055,7.968856059639959
12409.0,79,3,11072.67,4.382026634673881,1.3862943611198906,9.312325497408466
12410.0,309,2,693.33,5.736572297479192,1.0986122886681098,6.542947351813216
12412.0,75,3,1226.88,4.330733340286331,1.3862943611198906,7.1130443840624835
12413.0,67,3,758.1,4.219507705176107,1.3862943611198906,6.632133521022722
12414.0,217,3,562.4100000000001,5.384495062789089,1.3862943611198906,6.334007604663526
12415.0,24,21,124914.53,3.2188758248682006,3.091042453358316,11.735393027855736
12417.0,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513
12418.0,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935
12420.0,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765
12421.0,16,4,807.04,2.833213344056216,1.6094379124341003,6.694611562246261
12422.0,96,3,803.5600000000001,4.574710978503383,1.3862943611198906,6.690295544136225
12423.0,1,8,1859.31,0.6931471805599453,2.1972245773362196,7.528498419486568
12424.0,163,2,1760.96,5.099866427824199,1.0986122886681098,7.474182104762846
12425.0,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535
12426.0,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207
12427.0,22,3,825.8000000000001,3.1354942159291497,1.3862943611198906,6.717562827807614
12428.0,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246
12429.0,9,4,3750.4,2.302585092994046,1.6094379124341003,8.22988438262624
12430.0,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265
12431.0,36,15,6487.45,3.6109179126442243,2.772588722239781,8.777778952206313
12432.0,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596
12433.0,1,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538
12434.0,85,2,806.14,4.454347296253507,1.0986122886681098,6.6934971352559
12435.0,80,2,7829.89,4.394449154672439,1.0986122886681098,8.965831447914955
12436.0,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278
12437.0,2,18,4951.41,1.0986122886681098,2.9444389791664403,8.507629605767502
12438.0,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295
12441.0,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045
12442.0,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593
12444.0,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437
12445.0,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049
12446.0,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375
12447.0,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113
12448.0,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449
12449.0,22,4,4067.29,3.1354942159291497,1.6094379124341003,8.310978042729836
12450.0,156,2,197.88,5.056245805348308,1.0986122886681098,5.292701627762401
12451.0,11,5,9035.52,2.4849066497880004,1.791759469228055,9.109029423519523
12452.0,17,2,430.57000000000005,2.8903717578961645,1.0986122886681098,6.067429722163682
12453.0,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897
12454.0,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964
12455.0,73,6,2466.86,4.30406509320417,1.9459101490553132,7.81110665732229
12456.0,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966
12457.0,66,7,2363.23,4.204692619390966,2.0794415416798357,7.768207666517555
12458.0,71,2,947.4,4.276666119016055,1.0986122886681098,6.854776354191251
12461.0,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018
12462.0,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526
12463.0,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601
12464.0,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941
12465.0,17,2,742.19,2.8903717578961645,1.0986122886681098,6.610951732080795
12468.0,188,2,729.54,5.241747015059643,1.0986122886681098,6.593783986707386
12471.0,2,30,19824.05,1.0986122886681098,3.4339872044851463,9.894701568567964
12472.0,32,7,6572.11,3.4965075614664802,2.0794415416798357,8.790742363252102
12473.0,29,5,3938.55,3.4011973816621555,1.791759469228055,8.278821782571185
12474.0,17,18,7375.79,2.8903717578961645,2.9444389791664403,8.906093863622669
12475.0,54,1,723.38,4.007333185232471,0.6931471805599453,6.585316116572351
12476.0,16,11,6816.42,2.833213344056216,2.4849066497880004,8.82723638014411
12477.0,23,6,13219.74,3.1780538303479458,1.9459101490553132,9.489542087633343
12478.0,4,1,680.99,1.6094379124341003,0.6931471805599453,6.525014994979364
12479.0,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032
12480.0,28,4,3281.63,3.367295829986474,1.6094379124341003,8.096400209353131
12481.0,23,10,5596.32,3.1780538303479458,2.3978952727983707,8.630043190742814
12483.0,17,8,2484.98,2.8903717578961645,2.1972245773362196,7.818422226986002
12484.0,33,6,4541.72,3.5263605246161616,1.9459101490553132,8.421281230578023
12488.0,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942
12489.0,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467
12490.0,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227
12491.0,39,1,460.40000000000003,3.6888794541139363,0.6931471805599453,6.134265345739653
12492.0,63,2,263.21000000000004,4.1588830833596715,1.0986122886681098,5.5767442414854775
12493.0,166,2,433.74,5.117993812416755,1.0986122886681098,6.0747481512447195
12494.0,16,7,1246.1,2.833213344056216,2.0794415416798357,7.128576134926702
12497.0,82,1,1043.1,4.418840607796598,0.6931471805599453,6.950910549296065
12498.0,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182
12500.0,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967
12501.0,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476
12502.0,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806
12504.0,18,2,482.04999999999995,2.9444389791664403,1.0986122886681098,6.180120167963518
12506.0,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514
12507.0,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813
12508.0,26,2,398.27,3.295836866004329,1.0986122886681098,5.989637879766574
12509.0,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471
12510.0,143,2,982.5699999999999,4.969813299576001,1.0986122886681098,6.8911888096735625
12512.0,66,2,138.03,4.204692619390966,1.0986122886681098,4.9346897371814515
12513.0,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026
12514.0,267,1,1017.6800000000001,5.5909869805108565,0.6931471805599453,6.926262950537877
12515.0,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825
12516.0,78,2,1312.06,4.3694478524670215,1.0986122886681098,7.180115570136106
12517.0,28,5,2502.84,3.367295829986474,1.791759469228055,7.825580832414862
12518.0,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086
12519.0,64,1,340.84000000000003,4.174387269895637,0.6931471805599453,5.83434279133577
12520.0,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484
12521.0,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208
